cat1,cat2,name,raised,desc,ticker,start,end,www,,,,,,,,
Cryptocurrency,,trademonk,,"The trademonk project is not only aimed at becoming a cryptocurrency exchange but focused on being a one-stop solution for various cryptocurrency use cases, Trademonkserves as a platform for extreme cryptocurrency trading with support for various Fiat currencies. The reason why we mention “extreme cryptocurrency trading” is because on a single platform we have marketplaces for Limit trade, Market trade, OTC trade, Stop-Loss trade, Margin trade and Escrow trade. All trades allow direct/indirect support for Indian Rupee, Euros & Thai Baht. Trademonk Coin (TMNK) is a solution for users to be able to cash in/out with fiat on the Trademonk exchange platform. Trademonk coin opens markets to be able to purchase major cryptocurrencies and fiat currencies using Trademonk coin (TMNK). Users can trade buy Trademonk coin (TMNK) by depositing INR, EUR & THB as of now and gradually support other major fiats as Trademonk grows. Also, can sell Trademonk Coin (TMNK) to process fiat withdrawals.",TMNK,6th Aug 2018,30th Nov 2018,https://ico.trademonk.com,Estonia,https://ico.trademonk.com/theme-assets/images-counter/Whitepaper.pdf,,,,,,
Cryptocurrency,,trading forest,,"Trading Forest will allow to manage, transfer, buy and liquidate cryptocurrencies in a simple and secure way. Pre-launch promotion. Invest in TDF Tokens and receive a percentage of the profits generated by Trading Forest Exchange.",TDF,1st Nov 2018,31st Dec 2018,https://www.tradingforest.com,Estonia,https://www.tradingforest.com/en/docs/Trading_Forest_En.pdf,,,,,,
Cryptocurrency,,vesa token,,"Vesa is a fintech startup that allows newbie investors effectively earn on cryptocurrency rates. By means of the project, investors can automatically repeat the chosen trader's actions on the exchange, paying them a small commission. Instead of chaotic first steps on the market, investors follow a proven trading strategy of an experienced trader. And traders get an additional income for their trading talents. As a result, it gets easier and safer for new investors to enter the cryptocurrency market, which has a positive effect on cryptocurrency capitalization and popularity.",VSA,1st May 2018,27th May 2018,https://vesa.io,,,,,,,,
Cryptocurrency,,vtradeexchange oü,,"Global markets are evolving and the public is experiencing a gradual transition towards digital currencies. Cryptocurrencies are beginning to emerge as the future of banking and commerce. The formation of collective trading functions is a necessary response to the evident challenges such as inefficiency, lack of security, and regulatory risk. These factors are creating a common set of needs in areas such as liquidity, compliance, and the necessary decentralization of data. VTRADE is designed to tackle these needs efficiently by providing an easy to use yet highly secured trading platform. The system is rich in features, intuitive, and has built-in tools that make it accessible for veteran traders to flourish and for novice traders to get acclimated to the markets. VTRADE consolidates in-demand trading services and tools into one single platform. This revolutionary approach offers everyone the opportunity to become part of this new financial revolution.",VTRD,18th Feb 2019,25th Apr 2019,https://vtrade.io,Estonia,https://vtrade.io/VTRADE_Whitepaper_v1.3.pdf
Cryptocurrency,,vtuur,,"VTUUR's Live Mobile VR streaming platform with unique AR and AI features is a game changer and the future of Virtual Reality travel, experiences, advertising and job creation. Featuring a decentralized network, token, platform, and application, we bring the world closer to you.",VTUUR,5th Feb 2019,5th Aug 2019,https://vtuur.io,Estonia,https://vtuur.io/src/pdf/VTUUR-Whitepaper.pdf
Cryptocurrency,,windhan energy,28.724073,"Windhan is a blockchain-based green energy Crowdfunding and trading platform which uses blockchain technology to create a more meritocratic next generation of renewable energy assets. It brings together green energy producers and consumers to sell and buy renewable energy without overpaying to corporations, suppliers and other intermediaries. It is a platform to combine energy developers, investors, and consumers and facilitates carbon credit trading through a global and decentralized network that allows energy assets to be funded and launched.",WHN,21st Mar 2019,17th Apr 2019,https://windhanenergy.io,Estonia,https://windhanenergy.io/file/whitepaper-English.pdf
Cryptocurrency,,zonto,6.384122,"A single tool for interacting in various sphere of usage. ZONTO is a complex of software products, solutions, services and technologies aggregated in a single platform. ZONTO system has several functional modules inside, which are collaborating with each other. Such technological solution attaches the emergent new qualities to the complex. Synergistic effect gained through the ZONTO modules collaboration produces significant benefits to the all participants using ZONTO as the means of communication, business, entertainment or purchases. By using technologies, tools and infrastructure of ZONTO, users themselves create “an ecosystem” with chains of connections, interests and mutually beneficial opportunities.",ZONTO,12th Sep 2017,12th Oct 2017,https://zonto.world,,,,,,,,
Education,,disciplina by teachmeplease,13.919544,"DISCIPLINA - The first blockchain to create verified personal profiles based on academic and professional achievements. The use of blockchain technology guarantees the transparency of the platform and creates the conditions for maintaining confidentiality and reliability of information added by ecosystem participants. DISCIPLINA mission: To create a multifunctional blockchain for keeping a unified register of academic achievement and qualifications to generate scoring for every user of the platform. TeachMePlease will be the first project based on the Disciplina blockchain platform. DISCIPLINA is being implemented by TeachMePlease team in partnership with Serokell – international company that specializes in development of distributed systems. Serokell uses high-assurance coding principles and has experience in cryptocurrencies development, one of which is Cardano.",DSCP,18th Jul 2018,19th Jul 2018,https://teachmeplease.io,Estonia,https://disciplina.io/WhitePaper_eng.pdf,,,,,,
Education,,neuromachine,1.65,"NRM platform providing ultimate possibilities for managing your crypto assets and exchanging information about the world of cryptocurrency between trusted sources. User-friendly interface with artificial intelligence based on neural networks allows you to enter a new level of crypto interactions. Our benefits: - An internal NRM store that will enable independent developers to monetize their own modules using our developer tools, for combined B2C & B2B ecosystem. - Rating system for information verification - NRM Assistant - artificial intelligence based on neural networks, built using the latest algorithms of self-learning, analysis, and comparison of self-self-corrected neurons. - Crypto Wiki - the convenient knowledge base based on blockchain technology, where everyone can get any crypto information he needs. - Trading Tools - a set of convenient tools for tracking and managing your crypto assets, allowing traders to save up to 90% of time.",NRM,31st Jul 2018,31st Aug 2018,https://nrm.cash,Estonia,https://nrm.cash/white,,,,,,
Electronics,,homemine,,"HomeMine offers an opportunity to earn money on passive mining on household electrical appliances. We make mining a simple daily activity that does not require investments and technical skills. HomeMine is a budget-oriented device in the form of a network filter with an integrated mining chip to be used for passive mining in home conditions. Just plug any household appliance into the filter to launch the mining process. You mine every time you use a kettle, a microwave, charge your smartphone and so on! All HomeMine devices are connected to the mining pool of the project in which HomeMineCoin is mined. The mined coins may be sold on a guaranteed basis to the project administration at a fixed rate of $42 per 1 HMC. After production starts, the HMT token may be exchanged for the HomeMine network filter. The HMC coin mined with the help of the device also serves as a means of paying for new network filters based on: 1 HMT = 1 HMC = 1 device = $42 To date, 10 HomeMine devices are working in a test mode in different parts of the world: in Mexico, Germany, India, Russia, USA, China and Brazil. The first performance indicators speak for themselves: $94,8 is the average revenue per device per month.",HMT,28th May 2018,21st Jun 2018,https://homemine.io,,,,,,,,
